"Transaction Type","Date","Amount Debited","Debit Currency","Amount Credited","Credit Currency","Buy / Sell Rate","Direction","Spot Rate","Source / Destination","Blockchain Transaction ID"
"card transactions","2022-03-19T23:25:07+00",15.96,"CAD",,,,"debit",,"PROVIGO 8457",
"card cashbacks","2022-03-20T11:31:20+00",,,0.00000599,"BTC",,"credit","52606.9048","@cashbacks",
"shakingsats","2022-03-20T12:11:36+00",,,0.00001,"BTC",,"credit","52220.0319",,
"card cashbacks","2022-03-20T14:51:27+00",,,0.00001084,"BTC",,"credit","52252.0448","@cashbacks",
"card cashbacks","2022-03-20T14:52:02+00",,,0.00001806,"BTC",,"credit","52265.6683","@cashbacks",
"shakingsats","2022-03-21T05:04:47+00",,,0.00001,"BTC",,"credit","51532.7451",,
"shakingsats","2022-03-22T12:19:43+00",,,0.00001,"BTC",,"credit","53937.3624",,
"card transactions","2022-03-22T23:55:12+00",18.17,"CAD",,,,"debit",,"PROVIGO 8457",
"shakingsats","2022-03-23T11:22:30+00",,,0.00001,"BTC",,"credit","52753.6180",,
"card cashbacks","2022-03-23T11:33:16+00",,,0.00000679,"BTC",,"credit","52893.3131","@cashbacks",
"shakingsats","2022-03-24T12:05:43+00",,,0.00001,"BTC",,"credit","53976.1848",,
"purchase/sale","2022-03-25T11:18:48+00",0.00018172,"BTC",10,"CAD","55031.5633","sale",,,
"shakingsats","2022-03-25T11:25:51+00",,,0.00001,"BTC",,"credit","55511.1548",,
"fiat funding","2022-03-25T16:10:42+00",,,75,"CAD",,"credit",,"etiennecloutier00@gmail.com",
"card transactions","2022-03-25T16:12:04+00",31.75,"CAD",,,,"debit",,"MAXI 8049       ",
"shakingsats","2022-03-26T05:37:01+00",,,0.00001,"BTC",,"credit","55518.9255",,
"card cashbacks","2022-03-26T12:11:54+00",,,0.00001133,"BTC",,"credit","55398.3560","@cashbacks",
"card transactions","2022-03-27T01:47:22+00",35.32,"CAD",,,,"debit",,"BOSTON PIZZA  633",
"shakingsats","2022-03-27T13:23:36+00",,,0.00001,"BTC",,"credit","55611.8450",,
"shakingsats","2022-03-28T04:44:45+00",,,0.00001,"BTC",,"credit","58692.2347",,
"shakingsats","2022-03-29T10:32:38+00",,,0.00001,"BTC",,"credit","59348.7016",,
"card cashbacks","2022-03-29T14:43:49+00",,,0.00001168,"BTC",,"credit","59762.9796","@cashbacks",
"card transactions","2022-03-29T19:08:42+00",19.5,"CAD",,,,"debit",,"BENNYCO STHYACINTHE",
"shakingsats","2022-03-30T08:28:27+00",,,0.00001,"BTC",,"credit","59114.0214",,
"card cashbacks","2022-03-30T15:24:06+00",,,0.00000657,"BTC",,"credit","58680.7714","@cashbacks",
"shakingsats","2022-03-31T11:15:59+00",,,0.00001,"BTC",,"credit","59146.4636",,
"fiat funding","2022-03-31T22:26:11+00",,,65,"CAD",,"credit",,"etiennecloutier00@gmail.com",
"card transactions","2022-03-31T23:32:28+00",21.85,"CAD",,,,"debit",,"WALMART STORE 1212",
"card transactions","2022-03-31T23:49:41+00",5.46,"CAD",,,,"debit",,"DOLLARAMA  27",
"shakingsats","2022-04-01T13:31:45+00",,,0.00001,"BTC",,"credit","56866.4079",,
"card transactions","2022-04-01T14:45:55+00",8.05,"CAD",,,,"debit",,"DOLLARAMA 0927",
"card cashbacks","2022-04-01T16:22:44+00",,,0.00009297,"BTC",,"credit","58079.2092","@cashbacks",
"card cashbacks","2022-04-02T16:01:35+00",,,0.00000274,"BTC",,"credit","57974.2658","@cashbacks",
"card cashbacks","2022-04-03T14:33:38+00",,,0.00000744,"BTC",,"credit","58042.0690","@cashbacks",
"shakingsats","2022-04-03T14:46:16+00",,,0.000001,"BTC",,"credit","58091.8822",,
"card transactions","2022-04-03T23:54:41+00",52.18,"CAD",,,,"debit",,"MAXI 8676",
"shakingsats","2022-04-04T11:04:21+00",,,0.0000011,"BTC",,"credit","57480.8878",,
"card cashbacks","2022-04-04T11:55:12+00",,,0.00001787,"BTC",,"credit","57743.0651","@cashbacks",
"shakingsats","2022-04-05T16:16:04+00",,,0.0000012,"BTC",,"credit","57248.1354",,
"shakingsats","2022-04-06T11:23:30+00",,,0.0000013,"BTC",,"credit","56087.8689",,
"shakingsats","2022-04-07T15:33:21+00",,,0.0000014,"BTC",,"credit","54350.0406",,
"shakingsats","2022-04-08T12:27:44+00",,,0.0000015,"BTC",,"credit","54623.8789",,
"shakingsats","2022-04-09T17:28:30+00",,,0.0000016,"BTC",,"credit","53465.2809",,
"shakingsats","2022-04-10T06:06:22+00",,,0.0000017,"BTC",,"credit","53691.7158",,
"shakingsats","2022-04-11T04:58:10+00",,,0.0000018,"BTC",,"credit","53248.2652",,
"shakingsats","2022-04-12T15:51:48+00",,,0.0000019,"BTC",,"credit","50783.3804",,
"shakingsats","2022-04-13T05:42:26+00",,,0.000002,"BTC",,"credit","50627.2487",,
"fiat funding","2022-04-13T15:46:11+00",,,50,"CAD",,"credit",,"etiennecloutier00@gmail.com",
"card transactions","2022-04-13T21:26:51+00",29.61,"CAD",,,,"debit",,"SAVEURS DES CONTINENTS",
"shakingsats","2022-04-14T10:02:20+00",,,0.0000021,"BTC",,"credit","51717.7404",,
"card cashbacks","2022-04-14T15:06:09+00",,,0.00001147,"BTC",,"credit","51052.7896","@cashbacks",
"fiat funding","2022-04-14T21:55:07+00",,,100,"CAD",,"credit",,"etiennecloutier00@gmail.com",
"card transactions","2022-04-14T21:56:06+00",68,"CAD",,,,"debit",,"SHELL C07669",
"card transactions","2022-04-15T04:09:02+00",25.3,"CAD",,,,"debit",,"PUB OZONE",
"card cashbacks","2022-04-15T14:54:36+00",,,0.00002628,"BTC",,"credit","51149.0935","@cashbacks",
"shakingsats","2022-04-15T16:58:28+00",,,0.0000022,"BTC",,"credit","50930.8903",,
"shakingsats","2022-04-16T04:13:10+00",,,0.00000225,"BTC",,"credit","51006.9788",,
"card cashbacks","2022-04-16T16:03:32+00",,,0.00000989,"BTC",,"credit","50588.5253","@cashbacks",
"shakingsats","2022-04-17T04:03:12+00",,,0.00000235,"BTC",,"credit","50799.5054",,
"shakingsats","2022-04-18T04:08:40+00",,,0.00000245,"BTC",,"credit","50269.9379",,
"fiat funding","2022-04-18T15:00:15+00",,,80,"CAD",,"credit",,"etiennecloutier00@gmail.com",
"card transactions","2022-04-18T15:04:58+00",60,"CAD",,,,"debit",,"ULTRAMAR 26368",
"card transactions","2022-04-18T16:03:30+00",7.46,"CAD",,,,"debit",,"MAGASIN CDN TIRE 0024",
"card transactions","2022-04-18T16:25:08+00",17.86,"CAD",,,,"debit",,"RESTAURANT AW 5805",
"card transactions","2022-04-18T21:40:54+00",13.66,"CAD",,,,"debit",,"PROVIGO 8457",
"card transactions","2022-04-18T23:50:37+00",18.42,"CAD",,,,"debit",,"PROVIGO 8457",
"card cashbacks","2022-04-19T11:40:49+00",,,0.00000524,"BTC",,"credit","51478.0985","@cashbacks",
"card cashbacks","2022-04-19T11:40:57+00",,,0.00000707,"BTC",,"credit","51478.0985","@cashbacks",
"card cashbacks","2022-04-19T11:43:45+00",,,0.00002305,"BTC",,"credit","51468.5868","@cashbacks",
"shakingsats","2022-04-19T12:58:36+00",,,0.00000255,"BTC",,"credit","51766.6968",,
"shakingsats","2022-04-20T13:54:21+00",,,0.00000265,"BTC",,"credit","52084.7168",,
"card cashbacks","2022-04-20T14:02:31+00",,,0.00000678,"BTC",,"credit","52055.7712","@cashbacks",
